"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.435738018E2,-1.084381580E0,-2.652535439E0,2.599797249E0
2.435817963E2,-1.214955807E0,-2.902098656E0,2.460191727E0
2.435897935E2,-1.265696526E0,-3.028372288E0,2.232666731E0
2.435977863E2,-1.246850967E0,-3.016041756E0,1.923424721E0
2.436057848E2,-1.314014435E0,-2.862810135E0,1.588191032E0
2.436137775E2,-1.321682930E0,-2.685842514E0,1.310416818E0
2.436217762E2,-1.341199875E0,-2.404196739E0,1.055162549E0
2.436297996E2,-1.300746918E0,-2.120803833E0,7.725386620E-1
2.436377968E2,-1.362415314E0,-1.740448475E0,5.273954272E-1
2.436457903E2,-1.484751701E0,-1.395427704E0,4.581804276E-1
2.436537860E2,-1.552422047E0,-1.033337116E0,4.054892659E-1
2.436617836E2,-1.560143471E0,-7.886543274E-1,4.120849967E-1
2.436697783E2,-1.452704906E0,-5.728955269E-1,4.543278515E-1
2.436777740E2,-1.421088696E0,-4.846320152E-1,5.182470679E-1
2.436857992E2,-1.417598724E0,-4.542627335E-1,6.017605662E-1
2.436937952E2,-1.456641674E0,-5.320596695E-1,6.518284082E-1
2.437017903E2,-1.543254375E0,-6.651825905E-1,6.584463716E-1
2.437097857E2,-1.631999016E0,-7.458701134E-1,6.860480905E-1
2.437177831E2,-1.759099960E0,-8.935909271E-1,6.411696672E-1
2.437257777E2,-1.867440224E0,-9.764637947E-1,5.253331661E-1
2.437337757E2,-1.930955887E0,-1.070908070E0,4.939157367E-1
2.437418004E2,-2.026126385E0,-1.088425636E0,4.203542471E-1
2.437497954E2,-2.169745445E0,-1.110366821E0,4.437678456E-1
2.437577918E2,-2.098800659E0,-1.141232014E0,4.159907997E-1
2.437657875E2,-2.059734344E0,-1.128484726E0,3.535889685E-1
2.437737841E2,-1.796083927E0,-1.242314339E0,1.490916610E-1
2.437817797E2,-2.142096996E0,-1.122273445E0,3.241197467E-1
2.437897727E2,-2.056256294E0,-1.082370281E0,1.984714866E-1
2.437977981E2,-1.987589836E0,-9.991025925E-1,1.725380123E-1
2.438057963E2,-1.936061859E0,-8.915877342E-1,6.031739712E-2
2.438137926E2,-1.858447552E0,-7.096581459E-1,-1.142997742E-1
2.438217870E2,-1.797659397E0,-5.204753876E-1,-3.965595365E-1
2.438297812E2,-1.923939705E0,-2.424550056E-1,-4.562959075E-1
2.438377775E2,-1.873240948E0,-4.562759399E-2,-5.609083772E-1
2.438457723E2,-1.800976276E0,1.441030502E-1,-8.079355359E-1
2.438537987E2,-1.740143299E0,3.382873535E-1,-7.999007106E-1
2.438617954E2,-1.732033253E0,5.111775398E-1,-7.412100434E-1
2.438697901E2,-1.657219410E0,4.762578011E-1,-9.071055055E-1
2.438777848E2,-1.647360325E0,4.728269577E-1,-8.586282134E-1
2.438857814E2,-1.755470276E0,5.562558174E-1,-7.128099203E-1
2.438937755E2,-1.749848366E0,6.460170746E-1,-4.627233744E-1
2.439018032E2,-1.702636719E0,7.453117371E-1,-1.837251782E-1
2.439097987E2,-1.644239902E0,8.941478729E-1,1.850461960E-1
2.439177931E2,-1.516121387E0,1.043792725E0,3.301479220E-1
2.439257900E2,-1.422092915E0,1.248051643E0,2.868488431E-1
2.439337853E2,-1.286585808E0,1.546459198E0,4.127496481E-1
2.439417802E2,-6.949005127E-1,1.730693340E0,-1.820639372E-1
2.439497765E2,-5.486488342E-1,2.079996109E0,-8.302664757E-2
2.439578016E2,-4.154157639E-2,2.355006218E0,-7.183113694E-1
2.439657974E2,1.310987473E-1,2.597125530E0,-1.048140764E0
2.439737925E2,3.192973137E-1,2.930330753E0,-1.164554119E0
2.439817906E2,5.981183052E-1,3.192213535E0,-1.211479425E0
2.439897844E2,1.252308369E0,3.588694096E0,-8.778625131E-1
2.439977822E2,2.244276524E0,3.693638325E0,-9.026842117E-1
2.440057755E2,2.878691196E0,3.778612614E0,-1.080448389E0
2.440137730E2,2.199301243E0,3.909206867E0,-9.995838404E-1
2.440217979E2,1.009555817E0,4.200541973E0,-9.820505381E-1
2.440297945E2,4.639468193E-1,4.555584431E0,-8.566734791E-1
2.440377902E2,7.088694572E-1,5.043524742E0,-6.254127622E-1
2.440457859E2,1.463172913E0,5.388049603E0,-3.517214060E-1
2.440537815E2,2.792330265E0,5.404425621E0,-1.024549603E-1
2.440617763E2,3.835068703E0,5.034908772E0,-1.208621264E-2
2.440698043E2,5.058139324E0,4.148065090E0,-9.134447575E-2
2.440777976E2,5.786071301E0,3.098453999E0,8.073353767E-2
2.440857923E2,6.140589237E0,1.656358242E0,4.547159076E-1
2.440937892E2,5.973443031E0,5.110158920E-1,1.017607570E0
2.441017852E2,5.418494701E0,-6.174430847E-1,1.477847934E0
2.441097791E2,4.600785255E0,-1.298474789E0,1.728124857E0
2.441177781E2,3.627836704E0,-1.986842632E0,1.758458138E0
2.441258031E2,3.026266098E0,-2.459989071E0,1.668063641E0
2.441337968E2,2.595165253E0,-2.976740837E0,1.612161636E0
2.441417925E2,2.300080299E0,-3.272562504E0,1.646363258E0
2.441497897E2,1.971035004E0,-3.527030230E0,1.687038422E0
2.441577867E2,1.831218243E0,-3.819751740E0,1.697627544E0
2.441657811E2,1.511758327E0,-4.042778969E0,1.743334293E0
2.441737762E2,1.312075138E0,-4.206150055E0,1.562830925E0
2.441818023E2,1.075446606E0,-4.008329391E0,1.685825586E0
2.441897971E2,8.770775795E-1,-3.573714018E0,1.585804462E0
2.441977952E2,8.681216240E-1,-3.018357754E0,1.313835144E0
2.442057887E2,7.789463997E-1,-2.521907806E0,1.211268544E0
2.442137835E2,6.498436928E-1,-2.055421829E0,1.206276059E0
2.442217802E2,3.982062340E-1,-1.723617077E0,1.278344154E0
2.442297749E2,4.967689514E-2,-1.406482220E0,1.139274716E0
2.442378020E2,-1.315007210E-1,-1.196434498E0,1.002203703E0
2.442457967E2,-3.227210045E-1,-1.083374023E0,8.149580359E-1
2.442537933E2,-4.351496696E-1,-9.483318329E-1,7.284440994E-1
2.442617888E2,-5.294671059E-1,-7.545838356E-1,4.485743642E-1
2.442697844E2,-4.730110168E-1,-6.733918190E-1,1.627846956E-1
2.442777788E2,-4.554491043E-1,-5.988712311E-1,1.082844734E-1
2.442857760E2,-4.408073425E-1,-6.076073647E-1,-9.719431400E-2
2.442938010E2,-5.229516029E-1,-7.682032585E-1,-2.705915570E-1
2.443017960E2,-6.874976158E-1,-9.399189949E-1,-2.054652572E-1
2.443097920E2,-7.693924904E-1,-1.258828163E0,-4.651051760E-1
2.443177886E2,-7.851080894E-1,-1.517017841E0,-6.238818765E-1
2.443257841E2,-1.298200607E0,-1.665736675E0,-7.445944548E-1
2.443337788E2,-1.512444496E0,-1.799994469E0,-6.644681692E-1
2.443417770E2,-1.636356831E0,-1.868992805E0,-5.921118855E-1
2.443498010E2,-1.775406837E0,-1.932331085E0,-7.923200727E-1
2.443577984E2,-2.015659809E0,-1.851399422E0,-8.374935985E-1
2.443657914E2,-2.137290478E0,-1.754931450E0,-9.161381721E-1
2.443737886E2,-2.384356499E0,-1.559369564E0,-9.522773623E-1
2.443817837E2,-2.486773968E0,-1.353017807E0,-8.350971341E-1
2.443897772E2,-2.374999523E0,-1.198098660E0,-9.466892481E-1
2.443977735E2,-2.443614006E0,-1.006579399E0,-8.663836718E-1
2.444058018E2,-2.488804340E0,-8.481235504E-1,-8.330424428E-1
2.444137981E2,-2.462504864E0,-7.349848747E-1,-7.925065160E-1
2.444217925E2,-2.793266773E0,-5.904583931E-1,-4.663906097E-1
2.444297867E2,-2.523756504E0,-6.078310013E-1,-6.017062664E-1
2.444377848E2,-2.310998440E0,-5.229845047E-1,-8.145861626E-1
2.444457789E2,-2.274199486E0,-3.459634781E-1,-8.528594971E-1
2.444537734E2,-2.154881954E0,-1.986155510E-1,-1.023802996E0
2.444618002E2,-2.008024693E0,-5.473661423E-2,-1.186266184E0
2.444697978E2,-1.749282837E0,1.473727226E-1,-1.370691538E0
2.444777904E2,-1.717650890E0,3.635220528E-1,-1.392750740E0
2.444857890E2,-1.499764919E0,5.180187225E-1,-1.532147646E0
2.444937833E2,-1.513424397E0,5.520467758E-1,-1.597874165E0
2.445017765E2,-1.455185413E0,5.069541931E-1,-1.630854726E0
2.445097759E2,-1.494388580E0,4.322667122E-1,-1.564726114E0
2.445177986E2,-1.308523655E0,2.760772705E-1,-1.437884092E0
2.445257946E2,-1.042761803E0,1.357312202E-1,-1.380759954E0
2.445337902E2,-5.869827271E-1,6.517410278E-3,-1.344945192E0
2.445417862E2,-2.395863533E-1,3.125143051E-2,-1.270031691E0
2.445497831E2,2.814073563E-1,1.243629456E-1,-1.230326176E0
2.445577780E2,3.592143059E-1,3.041453362E-1,-1.211205363E0
2.445657743E2,5.841135979E-1,3.754754066E-1,-1.373592019E0
2.445737992E2,5.251846313E-1,5.180177689E-1,-1.561359882E0
2.445817973E2,5.454692841E-1,6.321458817E-1,-2.069935799E0
2.445897917E2,5.173621178E-1,6.968007088E-1,-2.472220659E0
2.445977868E2,5.888180733E-1,8.441786766E-1,-2.823423147E0
2.446057825E2,5.811514854E-1,1.073390007E0,-2.911253452E0
2.446137794E2,7.503323555E-1,1.614596367E0,-2.596203089E0
2.446217727E2,1.255881310E0,2.284619331E0,-1.823937416E0
2.446298000E2,2.075473309E0,3.185639858E0,-6.851900816E-1
2.446377936E2,2.486941814E0,3.433820248E0,-6.285866499E-1
2.446457902E2,2.398355484E0,3.149524689E0,-1.241035938E0
2.446537858E2,2.679608822E0,2.848119259E0,-1.859490395E0
2.446617822E2,3.847694874E0,2.940631866E0,-2.445569515E0
2.446697772E2,4.612474442E0,3.205278397E0,-2.371128321E0
2.446778034E2,5.294611931E0,3.545810223E0,-1.464364052E0
2.446857993E2,5.935883999E0,3.943429947E0,-1.818329096E-2
2.446937962E2,6.244240761E0,4.528508663E0,2.281351089E0
2.447017910E2,5.961737633E0,4.870759487E0,4.049277306E0
2.447097851E2,4.916039467E0,5.232203960E0,4.869865894E0
2.447177821E2,3.746169090E0,5.306823254E0,4.650742531E0
2.447257762E2,1.982071400E0,5.099904537E0,3.953315735E0
2.447338023E2,3.551797867E-1,4.645799160E0,3.369908810E0
2.447417984E2,-1.197296619E0,3.865728378E0,2.984485865E0
2.447497943E2,-1.859416008E0,3.095293999E0,2.857554913E0
2.447577906E2,-1.926844120E0,2.266357899E0,2.885266304E0
2.447657845E2,-1.656968117E0,1.538406372E0,3.135428190E0
2.447737810E2,-1.314907551E0,5.733351707E-1,3.229850531E0
2.447817786E2,-1.256672382E0,-2.462983131E-1,3.169613361E0
2.447897737E2,-1.133078098E0,-1.080557823E0,2.883498669E0
2.447977986E2,-1.149743557E0,-1.671130657E0,2.631810188E0
2.448057958E2,-1.034790039E0,-2.194351196E0,2.289639950E0
2.448137888E2,-1.096827507E0,-2.421259403E0,2.060814381E0
2.448217844E2,-1.155735970E0,-2.448634624E0,1.822095633E0
2.448297795E2,-1.273219109E0,-2.295862198E0,1.606992245E0
2.448377767E2,-1.272489548E0,-2.046309471E0,1.285835385E0
2.448458010E2,-1.170642376E0,-1.829145908E0,1.036327481E0
2.448537980E2,-1.088622570E0,-1.590330601E0,8.785960674E-1
2.448617927E2,-1.176729202E0,-1.395077705E0,7.220540643E-1
2.448697881E2,-1.142558098E0,-1.238872528E0,6.142284870E-1
2.448777852E2,-1.131514072E0,-1.062355995E0,5.743523836E-1
2.448857809E2,-1.065968990E0,-9.380559921E-1,4.720902443E-1
2.448937766E2,-1.000300884E0,-8.329887390E-1,4.177531004E-1
2.449018016E2,-1.001119137E0,-7.043881416E-1,4.330851138E-1
2.449097987E2,-1.134924889E0,-5.909600258E-1,4.539362192E-1
2.449177926E2,-1.088066578E0,-5.860700607E-1,4.398299158E-1
2.449257886E2,-1.217179298E0,-6.563172340E-1,4.071411490E-1
2.449337842E2,-1.269101143E0,-7.868156433E-1,3.226104677E-1
2.449417812E2,-1.397241592E0,-8.554039001E-1,2.736696303E-1
2.449497759E2,-1.565991402E0,-9.504585266E-1,2.431014776E-1
2.449577710E2,-1.713635921E0,-9.901175499E-1,1.139665842E-1
2.449657972E2,-1.890700340E0,-1.034092426E0,-2.831304073E-2
2.449737928E2,-1.999446392E0,-1.086884499E0,-9.583002329E-2
2.449817880E2,-1.980153084E0,-1.193877697E0,-1.270505190E-1
2.449897833E2,-1.988246918E0,-1.173292637E0,-1.454466581E-2
2.449977790E2,-2.034777641E0,-1.147867680E0,-1.789337397E-2
2.450057759E2,-2.026944160E0,-1.184265137E0,-1.618427038E-2
2.450138009E2,-2.009755135E0,-1.203798771E0,-4.214870930E-2
2.450217980E2,-2.140854359E0,-1.182872772E0,-7.726675272E-2
2.450297937E2,-2.100301743E0,-1.209199905E0,-1.818728447E-1
2.450377875E2,-2.060269356E0,-1.206436157E0,-2.807856202E-1
2.450457829E2,-1.955917835E0,-1.117192268E0,-4.566232562E-1
2.450537801E2,-1.958861828E0,-9.325318336E-1,-4.868494272E-1
2.450617749E2,-1.851427078E0,-7.144308090E-1,-6.690630913E-1
2.450698026E2,-1.817440510E0,-5.231809616E-1,-7.325988412E-1
2.450777958E2,-2.021645069E0,-3.256897926E-1,-8.909802437E-1
2.450857927E2,-2.130083561E0,-1.591010094E-1,-9.098562002E-1
2.450937872E2,-1.972756863E0,-8.575630188E-2,-9.794968367E-1
2.451017834E2,-2.075562477E0,-2.966833115E-2,-8.137976527E-1
2.451097795E2,-1.946342945E0,-3.308916092E-2,-7.653764486E-1
2.451177754E2,-1.783845425E0,-2.890539169E-2,-7.423644066E-1
2.451257997E2,-1.738946438E0,6.790637970E-3,-6.143752337E-1
2.451337983E2,-1.558061600E0,7.659482956E-2,-5.701111555E-1
2.451417924E2,-1.481042862E0,2.575654984E-1,-3.045914471E-1
2.451497871E2,-1.522093296E0,4.130845070E-1,-1.462427378E-1
2.451577832E2,-1.475222588E0,6.148715019E-1,-1.448154449E-2
2.451657788E2,-1.892332077E0,1.055902481E0,4.549281299E-1
2.451737736E2,-1.947036266E0,1.442474842E0,5.451877117E-1
2.451817991E2,-1.897333622E0,1.695258617E0,3.752256334E-1
2.451897954E2,-2.034209251E0,2.113549232E0,3.301835954E-1
2.451977908E2,-1.879075527E0,2.396025181E0,2.134966850E-2
2.452057871E2,-1.546408176E0,2.633182049E0,-3.346656561E-1
2.452137824E2,-1.243555546E0,2.806812286E0,-5.964502692E-1
2.452217793E2,-7.867579460E-1,2.852565289E0,-9.571406245E-1
2.452297728E2,-3.221302032E-1,2.801606655E0,-1.230563521E0
2.452378006E2,-8.996009827E-3,2.710477352E0,-1.503054142E0
2.452457960E2,3.525981903E-1,2.602165222E0,-1.642183781E0
2.452537929E2,1.159888268E0,2.575472832E0,-1.589343071E0
2.452617864E2,2.234758854E0,2.605491638E0,-1.371003151E0
2.452697833E2,3.486657143E0,2.601028442E0,-1.321663618E0
2.452777787E2,3.819803238E0,2.669541836E0,-1.917947888E0
2.452857744E2,2.684045315E0,3.041508675E0,-2.227206707E0
2.452937999E2,1.758236885E0,3.564642906E0,-2.233423710E0
2.453017952E2,1.212498665E0,4.164546013E0,-1.972578526E0
2.453097919E2,1.145843029E0,4.632241249E0,-1.582811594E0
2.453177857E2,1.676052094E0,4.991071701E0,-1.088931084E0
2.453257814E2,2.728454113E0,4.946419239E0,-6.589566469E-1
2.453337777E2,4.219864845E0,4.660573959E0,-8.398115635E-2
2.453417733E2,5.322247028E0,4.090320587E0,5.326926708E-2
2.453498011E2,5.977903843E0,2.975004673E0,7.424139977E-2
2.453577962E2,5.960260391E0,1.844644070E0,3.736708164E-1
2.453657931E2,5.404452324E0,5.664052963E-1,9.699673653E-1
2.453737869E2,4.553462505E0,-4.295291901E-1,1.237532854E0
2.453817844E2,3.692962170E0,-1.325277328E0,1.078676701E0
2.453897789E2,3.156736374E0,-1.853479862E0,9.133440256E-1
2.453977727E2,2.490906239E0,-2.199286461E0,6.612141132E-1
2.454058003E2,2.182002068E0,-2.461261749E0,6.198427677E-1
2.454137970E2,1.847274303E0,-2.749516010E0,5.278542042E-1
2.454217914E2,1.583133221E0,-2.973648071E0,5.054559708E-1
2.454297859E2,1.288393974E0,-3.317433119E0,5.190764666E-1
2.454377825E2,9.320592880E-1,-3.596741438E0,6.737357378E-1
2.454457767E2,5.867376328E-1,-3.747952223E0,9.371937513E-1
2.454537723E2,3.501720428E-1,-3.864144325E0,1.069272876E0
2.454617997E2,1.243300438E-1,-3.713368177E0,1.313148856E0
2.454697950E2,-3.305768967E-2,-3.321445942E0,1.332988739E0
2.454777889E2,-1.935882568E-1,-2.712604523E0,1.080779791E0
2.454857867E2,-4.420180321E-1,-2.264258862E0,9.415490627E-1
2.454937809E2,-7.815966606E-1,-1.894305229E0,8.450497389E-1
2.455017769E2,-1.180077553E0,-1.546903133E0,7.170161009E-1
2.455097728E2,-1.415306568E0,-1.310527325E0,5.409721136E-1
2.455178008E2,-1.631414413E0,-1.067897320E0,3.576724529E-1
2.455257932E2,-1.694199562E0,-8.287286758E-1,2.748737335E-1
2.455337891E2,-1.728109837E0,-5.981917381E-1,1.522006989E-1
2.455417858E2,-1.571887493E0,-3.988456726E-1,2.260317802E-1
2.455497800E2,-1.272000313E0,-3.035516739E-1,1.629921198E-1
2.455577759E2,-1.061796188E0,-2.459530830E-1,9.532797337E-2
2.455657743E2,-9.934759140E-1,-3.319029808E-1,4.930448532E-2
2.455737977E2,-9.262843132E-1,-4.719800949E-1,-4.822373390E-3
2.455817941E2,-1.041647911E0,-7.051835060E-1,-8.674705029E-2
2.455897906E2,-1.146631718E0,-9.223976135E-1,-1.758130789E-1
2.455977854E2,-1.248631477E0,-1.135415077E0,-1.549181938E-1
2.456057817E2,-1.350846291E0,-1.340961456E0,-4.045943022E-1
2.456137764E2,-1.405448914E0,-1.452930927E0,-4.443308115E-1
2.456217724E2,-1.678291321E0,-1.423024178E0,-7.322883606E-1
2.456297986E2,-1.997621536E0,-1.349334240E0,-5.292834044E-1
2.456377955E2,-1.866069794E0,-1.386578083E0,-6.363065243E-1
2.456457906E2,-1.907643318E0,-1.324959755E0,-6.964648962E-1
2.456537838E2,-1.952139854E0,-1.193322659E0,-8.026028872E-1
2.456617808E2,-2.255704403E0,-9.917788506E-1,-8.786000013E-1
2.456697770E2,-2.342374802E0,-8.515944481E-1,-8.748385906E-1
2.456777705E2,-2.151817322E0,-7.874908447E-1,-1.006042361E0
2.456857995E2,-2.145292282E0,-6.708860397E-1,-1.098829269E0
2.456937918E2,-2.133518696E0,-4.898161888E-1,-1.082878828E0
2.457017893E2,-1.963017941E0,-4.265170097E-1,-1.434552908E0
2.457097847E2,-1.748437881E0,-3.114008904E-1,-1.445692182E0
2.457177788E2,-1.594803810E0,-1.662139893E-1,-1.512649655E0
2.457257751E2,-1.351250172E0,-1.963329315E-2,-1.773559809E0
2.457338021E2,-1.256438255E0,1.036005020E-1,-1.856852531E0
2.457417966E2,-1.118660450E0,2.199726105E-1,-1.791633248E0
2.457497942E2,-8.567919731E-1,2.268228531E-1,-1.841207743E0
2.457577883E2,-9.052696228E-1,1.897335052E-1,-1.799666405E0
2.457657846E2,-1.023328304E0,3.575038910E-2,-1.852899790E0
2.457737794E2,-1.072048187E0,-1.324534416E-1,-1.933025122E0
2.457817762E2,-9.209842682E-1,-2.968444824E-1,-1.911367416E0
2.457897711E2,-7.876210213E-1,-3.861722946E-1,-1.834586143E0
2.457977988E2,-4.667539597E-1,-5.410313606E-1,-1.784835339E0
2.458057914E2,-2.883567810E-1,-6.112117767E-1,-1.605398655E0
2.458137879E2,1.159720421E-1,-6.320891380E-1,-1.567793608E0
2.458217837E2,4.609570503E-1,-4.603915215E-1,-1.436174512E0
2.458297800E2,8.830270767E-1,-2.279567719E-1,-1.432353497E0
2.458377747E2,9.998822212E-1,2.106022835E-1,-1.343004704E0
2.458458006E2,1.014784813E0,5.601263046E-1,-1.551155806E0
2.458537980E2,9.431509972E-1,9.031362534E-1,-1.697360992E0
2.458617932E2,7.414717674E-1,1.109653950E0,-1.987449765E0
2.458697875E2,4.729270935E-1,1.421181202E0,-2.106794119E0
2.458777857E2,4.365859032E-1,1.804481983E0,-2.031463623E0
2.458857780E2,9.179658890E-1,2.448368549E0,-1.405605078E0
2.458937734E2,1.466393471E0,3.009217262E0,-5.969114304E-1
2.459017712E2,1.970593929E0,3.239559174E0,-8.223056793E-3
2.459097961E2,2.367425919E0,2.970306873E0,-1.983131170E-1
2.459177927E2,2.604024410E0,2.486102581E0,-1.102854967E0
2.459257884E2,3.548504829E0,2.409545898E0,-1.933888912E0
2.459337841E2,5.083497047E0,2.756713867E0,-2.313906193E0
2.459417783E2,5.908143520E0,3.367713451E0,-2.024053097E0
2.459497751E2,6.713386059E0,4.149522781E0,-9.172410965E-1
2.459578013E2,7.100948334E0,4.708559513E0,6.692290306E-1
2.459657963E2,6.461702824E0,5.173520088E0,2.928173542E0
2.459737911E2,5.190659046E0,5.478794575E0,4.308133125E0
2.459817871E2,3.583375454E0,5.576113701E0,4.501029968E0
2.459897819E2,2.215538979E0,5.310713291E0,3.968771696E0
2.459977785E2,7.338857651E-1,4.568707466E0,3.356484890E0
2.460057754E2,-2.591180801E-1,3.709608555E0,2.919175625E0
2.460137695E2,-9.859709740E-1,2.754737377E0,2.701748610E0
2.460217979E2,-1.214095116E0,2.055752754E0,2.766508102E0
2.460297911E2,-1.128082275E0,1.327976704E0,2.898173094E0
2.460377865E2,-9.532885551E-1,5.716753006E-1,2.962667465E0
2.460457816E2,-9.409012794E-1,-3.904109001E-1,2.841080189E0
2.460537775E2,-1.000468254E0,-1.110115051E0,2.722397804E0
2.460617729E2,-1.319225311E0,-1.816842079E0,2.501430988E0
2.460697996E2,-1.522295952E0,-2.294449329E0,2.401341677E0
2.460777945E2,-1.605161667E0,-2.649006367E0,2.131121159E0
2.460857914E2,-1.661772728E0,-2.741034031E0,1.938802481E0
2.460937873E2,-1.711146355E0,-2.741682053E0,1.827439904E0
2.461017817E2,-1.690967083E0,-2.689428806E0,1.664477587E0
2.461097784E2,-1.577985287E0,-2.538669109E0,1.390671730E0
2.461177738E2,-1.516174316E0,-2.435539246E0,1.127387285E0
2.461257698E2,-1.405343056E0,-2.272120476E0,7.994874120E-1
2.461337947E2,-1.273276806E0,-2.087539196E0,6.702537537E-1
2.461417916E2,-1.196180820E0,-1.791079998E0,6.255138516E-1
2.461497875E2,-1.103631020E0,-1.519993782E0,6.369967461E-1
2.461577814E2,-1.019296169E0,-1.262514114E0,6.187468171E-1
2.461657796E2,-1.028592587E0,-1.062313557E0,5.786141157E-1
2.461737740E2,-1.004254341E0,-9.556355476E-1,5.403805971E-1
2.461817688E2,-1.072780132E0,-8.973474503E-1,4.511901438E-1
2.461897949E2,-1.212880611E0,-8.800177574E-1,3.639858961E-1
2.461977897E2,-1.333386898E0,-8.775682449E-1,2.803232670E-1
2.462057860E2,-1.482635498E0,-8.633418083E-1,1.733195186E-1
2.462137825E2,-1.600816727E0,-9.043459892E-1,1.003238559E-1
2.462217761E2,-1.781581879E0,-8.950328827E-1,9.450316429E-2
2.462297752E2,-1.898090363E0,-8.616762161E-1,1.152928472E-1
2.462377977E2,-1.940695763E0,-8.761682510E-1,1.313724518E-1
2.462457961E2,-1.997690201E0,-8.908209801E-1,1.311854124E-1
2.462537909E2,-2.124267101E0,-8.672084808E-1,2.583913803E-1
2.462617852E2,-2.160039902E0,-9.177641869E-1,1.639624834E-1
2.462697816E2,-2.090918064E0,-9.441738129E-1,1.319534779E-1
2.462777770E2,-2.124810696E0,-9.467473030E-1,1.934434175E-1
2.462857738E2,-2.022606373E0,-9.156460762E-1,2.404997647E-1
2.462937698E2,-1.822276592E0,-8.748331070E-1,1.200958490E-1
2.463017938E2,-1.736009121E0,-7.915282249E-1,1.175847650E-1
2.463097898E2,-1.581901550E0,-6.272802353E-1,-6.748944521E-2
2.463177867E2,-1.447880268E0,-4.041271210E-1,-2.113140225E-1
2.463257816E2,-1.429796696E0,-1.220226288E-1,-2.134001851E-1
2.463337769E2,-1.357926369E0,1.691021919E-1,-2.371241450E-1
2.463417723E2,-1.191722870E0,3.759918213E-1,-3.206850886E-1
2.463497984E2,-1.055562496E0,5.056891441E-1,-4.930904508E-1
2.463577929E2,-1.335336685E0,6.733231544E-1,-3.254325986E-1
2.463657897E2,-1.376723289E0,6.697196960E-1,-3.531681299E-1
2.463737843E2,-1.485442638E0,7.191433907E-1,-2.336403728E-1
2.463817830E2,-1.423164368E0,7.890105247E-1,2.602231503E-2
2.463897769E2,-1.174908161E0,9.386477470E-1,2.102139592E-1
2.463977707E2,-9.053840637E-1,1.138942242E0,4.391857982E-1
2.464057987E2,-7.290596962E-1,1.322554588E0,5.127285719E-1
2.464137934E2,-4.928216934E-1,1.389863968E0,4.263269305E-1
2.464217891E2,-4.059181213E-1,1.496995926E0,5.398662090E-1
2.464297858E2,-3.727998734E-1,1.612615585E0,4.161287546E-1
2.464377796E2,-3.878140450E-1,1.664652348E0,2.037129104E-1
2.464457756E2,-4.462423325E-1,1.719346046E0,-1.349316239E-1
2.464537715E2,-5.788297653E-1,1.848085403E0,-3.214146495E-1
2.464617980E2,-5.182166100E-1,1.960712910E0,-6.921405792E-1
2.464697937E2,-3.809676170E-1,2.075717926E0,-9.247078300E-1
2.464777878E2,-1.716656685E-1,2.228944778E0,-1.133530617E0
2.464857842E2,2.849340439E-1,2.314723969E0,-1.261017799E0
2.464937804E2,8.406085968E-1,2.498800755E0,-1.318466902E0
2.465017758E2,1.431499481E0,2.715996742E0,-1.370044470E0
2.465097712E2,2.585815430E0,2.927085876E0,-1.310576916E0
2.465178000E2,3.585991859E0,3.256077290E0,-8.505898714E-1
2.465257949E2,3.781687737E0,3.408253193E0,-1.503130913E0
2.465337896E2,2.926967144E0,3.726393700E0,-1.900116563E0
2.465417856E2,1.718782425E0,4.494005203E0,-1.484370470E0
2.465497812E2,1.428642750E0,5.045108318E0,-1.294214010E0
2.465577758E2,1.717608452E0,5.164565563E0,-1.252387285E0
2.465657705E2,2.582876205E0,4.988533020E0,-8.490805626E-1
2.465737979E2,4.009920120E0,4.159603119E0,-5.622982979E-2
2.465817917E2,4.855031013E0,3.072127819E0,1.229803681E0
2.465897895E2,5.326336861E0,1.399039268E0,2.201590538E0
2.465977865E2,5.223706722E0,1.098518372E-1,2.467753887E0
2.466057803E2,4.887192249E0,-1.187968731E0,2.235069036E0
2.466137745E2,4.357236862E0,-2.127276897E0,1.962724566E0
2.466217717E2,3.731498241E0,-2.929527760E0,1.694032192E0
2.466298095E2,3.436180592E0,-3.431512117E0,1.548355341E0
2.466377916E2,3.231182098E0,-3.593753815E0,1.508280993E0
2.466457873E2,2.893928051E0,-3.514643192E0,1.525227427E0
2.466537830E2,2.396383762E0,-3.400576353E0,1.484928846E0
2.466617793E2,1.608193874E0,-3.267877340E0,1.485368371E0
2.466697746E2,7.272644043E-1,-3.111049175E0,1.439977884E0
2.466777723E2,1.269659996E-1,-2.866603851E0,1.466748953E0
2.466857971E2,-3.875226974E-1,-2.454631805E0,1.369655132E0
2.466937941E2,-6.746048927E-1,-1.999994278E0,1.208467484E0
2.467017885E2,-9.259591103E-1,-1.470070839E0,1.257562041E0
2.467097823E2,-1.089492321E0,-1.149311066E0,1.279489756E0
2.467177795E2,-1.348128796E0,-9.006748199E-1,1.239394426E0
2.467257752E2,-1.500247478E0,-7.922306061E-1,1.209926486E0
2.467338020E2,-1.702911377E0,-7.322392464E-1,1.327861309E0
2.467417973E2,-1.782811165E0,-7.295336723E-1,1.306220531E0
2.467497916E2,-1.762913227E0,-6.805176735E-1,1.267298937E0
2.467577865E2,-1.762403488E0,-6.357288361E-1,1.149839997E0
